backend,controller,mean_vehicle_queue,pedestrian_served_virtual,phase_switches,run_id,scenario_id,scope_warning,seed,steps,trace_count,vehicle_completed,vehicle_stopped_wait_max_s,vehicle_stopped_wait_mean_s,vehicle_stopped_wait_p95_s,vehicle_throughput_per_hour,vehicle_trip_time_mean_s,wall_time_s
sumo_traci_virtual_pedestrian,fixed_time,84.22416666666666,200,119,sumo_actual__S1_balanced__fixed_time__9002,S1_balanced,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,143,1198,480.87981478000177,1030,572.0,101.5944055944056,15.312523046000024
sumo_traci_virtual_pedestrian,fixed_time,91.36916666666667,200,119,sumo_actual__S1_balanced__fixed_time__9003,S1_balanced,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,149,1198,477.51270942969455,1023,596.0,106.26174496644295,16.604210148999982
sumo_traci_virtual_pedestrian,efficiency,91.17,90,119,sumo_actual__S2_pedestrian_heavy__efficiency__9001,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,77,1198,440.45455376403055,1023,308.0,355.1818181818182,17.094997083999942
sumo_traci_virtual_pedestrian,efficiency,94.59666666666666,100,119,sumo_actual__S2_pedestrian_heavy__efficiency__9002,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,97,1198,438.4883452552944,1019,388.0,325.02061855670104,17.805250915999977
sumo_traci_virtual_pedestrian,efficiency,99.68416666666667,100,119,sumo_actual__S2_pedestrian_heavy__efficiency__9003,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,104,1198,444.32808620559933,1015,416.0,283.71153846153845,18.592389120000007
sumo_traci_virtual_pedestrian,efpb,87.7475,140,119,sumo_actual__S2_pedestrian_heavy__efpb__9001,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,127,1198,457.67101626826974,1026,508.0,190.9763779527559,35.90790359300013
sumo_traci_virtual_pedestrian,efpb,90.21583333333334,140,119,sumo_actual__S2_pedestrian_heavy__efpb__9002,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,128,1198,453.15064798307765,1023,512.0,195.9140625,36.47706312599985
sumo_traci_virtual_pedestrian,efpb,94.615,140,119,sumo_actual__S2_pedestrian_heavy__efpb__9003,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,132,1198,461.91490073807887,1020,528.0,164.6969696969697,36.22521572799997
sumo_traci_virtual_pedestrian,equal_bargaining,89.72416666666666,0,119,sumo_actual__S2_pedestrian_heavy__equal_bargaining__9001,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,0,1198,557.1002702727804,1051,0.0,0.0,36.44472869499987
sumo_traci_virtual_pedestrian,equal_bargaining,93.79333333333334,0,119,sumo_actual__S2_pedestrian_heavy__equal_bargaining__9002,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,0,1198,554.3511976686332,1048,0.0,0.0,36.88174119700011
sumo_traci_virtual_pedestrian,equal_bargaining,97.04416666666667,0,119,sumo_actual__S2_pedestrian_heavy__equal_bargaining__9003,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,0,1198,552.6701845379681,1046,0.0,0.0,38.86585013900003
sumo_traci_virtual_pedestrian,fixed_time,81.68666666666667,200,119,sumo_actual__S2_pedestrian_heavy__fixed_time__9001,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,127,1198,490.6958806006692,1033,508.0,94.88188976377953,15.298135121000087
sumo_traci_virtual_pedestrian,fixed_time,84.22416666666666,200,119,sumo_actual__S2_pedestrian_heavy__fixed_time__9002,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,143,1198,480.87981478000177,1030,572.0,101.5944055944056,15.902944635999802
sumo_traci_virtual_pedestrian,fixed_time,91.36916666666667,200,119,sumo_actual__S2_pedestrian_heavy__fixed_time__9003,S2_pedestrian_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,149,1198,477.51270942969455,1023,596.0,106.26174496644295,17.01929440799995
sumo_traci_virtual_pedestrian,efficiency,91.18916666666667,60,119,sumo_actual__S3_vehicle_heavy__efficiency__9001,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,47,1198,461.3010225995412,1023,188.0,551.2340425531914,18.18539203699993
sumo_traci_virtual_pedestrian,efficiency,94.9325,70,119,sumo_actual__S3_vehicle_heavy__efficiency__9002,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,64,1198,451.7519202240188,1018,256.0,445.21875,19.33692652700006
sumo_traci_virtual_pedestrian,efficiency,99.59916666666666,60,119,sumo_actual__S3_vehicle_heavy__efficiency__9003,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,57,1198,455.72298965018115,1015,228.0,409.12280701754383,19.992234042999826
sumo_traci_virtual_pedestrian,efpb,88.71083333333333,130,119,sumo_actual__S3_vehicle_heavy__efpb__9001,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,124,1198,453.935530234,1026,496.0,202.6048387096774,36.41981376700005
sumo_traci_virtual_pedestrian,efpb,91.16833333333334,130,119,sumo_actual__S3_vehicle_heavy__efpb__9002,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,124,1198,449.0696239556864,1022,496.0,213.46774193548387,36.406154101000084
sumo_traci_virtual_pedestrian,efpb,96.8925,130,119,sumo_actual__S3_vehicle_heavy__efpb__9003,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,121,1198,454.1806985404787,1018,484.0,210.21487603305786,37.423701361999974
sumo_traci_virtual_pedestrian,equal_bargaining,89.72416666666666,0,119,sumo_actual__S3_vehicle_heavy__equal_bargaining__9001,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,0,1198,557.1002702727804,1051,0.0,0.0,37.578825784999935
sumo_traci_virtual_pedestrian,equal_bargaining,93.79333333333334,0,119,sumo_actual__S3_vehicle_heavy__equal_bargaining__9002,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,0,1198,554.3511976686332,1048,0.0,0.0,37.75447992199997
sumo_traci_virtual_pedestrian,equal_bargaining,97.04416666666667,0,119,sumo_actual__S3_vehicle_heavy__equal_bargaining__9003,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,0,1198,552.6701845379681,1046,0.0,0.0,37.956818526000006
sumo_traci_virtual_pedestrian,fixed_time,81.68666666666667,200,119,sumo_actual__S3_vehicle_heavy__fixed_time__9001,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9001,900,900,127,1198,490.6958806006692,1033,508.0,94.88188976377953,15.608219819999931
sumo_traci_virtual_pedestrian,fixed_time,84.22416666666666,200,119,sumo_actual__S3_vehicle_heavy__fixed_time__9002,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9002,900,900,143,1198,480.87981478000177,1030,572.0,101.5944055944056,16.411606380999956
sumo_traci_virtual_pedestrian,fixed_time,91.36916666666667,200,119,sumo_actual__S3_vehicle_heavy__fixed_time__9003,S3_vehicle_heavy,Vehicle movement and signal execution are SUMO/TraCI. Pedestrians are virtual queues because the bundled legacy network has no validated pedestrian walking areas; phase P_ALL is a vehicle-phase proxy.,9003,900,900,149,1198,477.51270942969455,1023,596.0,106.26174496644295,18.430020452999997
